date_day,date_name,sex_name,geography_name,value_type_name,measures,measures_name,all_persons_aged_16_and_over,total_economically_active_aged_16_and_over,total_in_employment_aged_16_and_over,total_unemployed_aged_16_and_over,total_economically_inactive_aged_16_and_over,all_persons_aged_16_to_64,total_economically_active_aged_16_to_64,total_in_employment_aged_16_to_64,total_unemployed_aged_16_to_64,total_economically_inactive_aged_16_to_64
2011-09-01,Jul 2011-Sep 2011,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.8,-0.5,-0.3,0.8,,-0.8,-0.3,-0.6,0.8
2011-09-01,Jul 2011-Sep 2011,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.8,-1.1,0.7,0.8,,-1.2,-1.4,0.5,1.2
2011-09-01,Jul 2011-Sep 2011,Total,London,Level,20100,number of people,6523203,4283847,3848172,435675,2239356,5636848,4198599,3773854,424745,1438249
2011-09-01,Jul 2011-Sep 2011,Total,London,Change on quarter,20100,number of people,20964,-27262,-34175,6913,48226,15418,-23082,-20908,-2174,38500
2011-09-01,Jul 2011-Sep 2011,Total,London,Change on year,20100,number of people,110235,37539,-8712,46251,72696,94987,26867,-11961,38828,68120
2011-09-01,Jul 2011-Sep 2011,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,65.7,59,10.2,34.3,,74.5,66.9,10.1,25.5
2011-09-01,Jul 2011-Sep 2011,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-0.7,0.2,0.6,,-0.6,-0.6,0,0.6
2011-09-01,Jul 2011-Sep 2011,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-1.1,1,0.5,,-0.8,-1.4,0.9,0.8
2011-09-01,Jul 2011-Sep 2011,Male,United Kingdom,Level,20100,number of people,24664015,17134615,15590857,1543757,7529400,20099703,16592528,15063976,1528552,3507175
2011-09-01,Jul 2011-Sep 2011,Male,United Kingdom,Change on quarter,20100,number of people,48711,-54218,-136671,82451,102929,6488,-44464,-122857,78394,50952
2011-09-01,Jul 2011-Sep 2011,Male,United Kingdom,Change on year,20100,number of people,236481,6475,-105301,111776,230006,111469,-2307,-113903,111597,113776
2011-09-01,Jul 2011-Sep 2011,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.5,63.2,9,30.5,,82.6,74.9,9.2,17.4
2011-09-01,Jul 2011-Sep 2011,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-0.7,0.5,0.4,,-0.2,-0.6,0.5,0.2
2011-09-01,Jul 2011-Sep 2011,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-1,0.6,0.6,,-0.5,-1,0.7,0.5
2011-09-01,Jul 2011-Sep 2011,Female,United Kingdom,Level,20100,number of people,26037208,14807752,13689778,1117972,11229456,20448082,14468092,13362189,1105901,5979990
2011-09-01,Jul 2011-Sep 2011,Female,United Kingdom,Change on quarter,20100,number of people,41536,10301,-29256,39557,31235,4473,24935,-9360,34292,-20462
2011-09-01,Jul 2011-Sep 2011,Female,United Kingdom,Change on year,20100,number of people,196509,80278,614,79665,116231,91146,85566,13854,71712,5580
2011-09-01,Jul 2011-Sep 2011,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,56.9,52.6,7.5,43.1,,70.8,65.3,7.6,29.2
2011-09-01,Jul 2011-Sep 2011,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,-0.2,0.3,0.1,,0.1,-0.1,0.2,-0.1
2011-09-01,Jul 2011-Sep 2011,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,-0.4,0.5,0.1,,0.1,-0.2,0.5,-0.1
2011-09-01,Jul 2011-Sep 2011,Total,United Kingdom,Level,20100,number of people,50701223,31942364,29280635,2661729,18758859,40547785,31060620,28426168,2634454,9487165
2011-09-01,Jul 2011-Sep 2011,Total,United Kingdom,Change on quarter,20100,number of people,90247,-43920,-165927,122007,134167,10961,-19527,-132212,112690,30488
2011-09-01,Jul 2011-Sep 2011,Total,United Kingdom,Change on year,20100,number of people,432990,86750,-104686,191441,346240,202615,83261,-100044,183306,119354
2011-09-01,Jul 2011-Sep 2011,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63,57.8,8.3,37,,76.6,70.1,8.5,23.4
2011-09-01,Jul 2011-Sep 2011,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-0.4,0.4,0.2,,-0.1,-0.3,0.4,0.1
2011-09-01,Jul 2011-Sep 2011,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-0.7,0.6,0.4,,-0.2,-0.6,0.6,0.2
2011-10-01,Aug 2011-Oct 2011,Male,London,Level,20100,number of people,3198207,2360832,2107537,253296,837375,2804581,2306863,2056341,250522,497718
2011-10-01,Aug 2011-Oct 2011,Male,London,Change on quarter,20100,number of people,8111,9898,-11105,21004,-1787,4672,3245,-16443,19688,1427
2011-10-01,Aug 2011-Oct 2011,Male,London,Change on year,20100,number of people,56584,36362,-5903,42267,20222,47714,30400,-10282,40682,17314
2011-10-01,Aug 2011-Oct 2011,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,73.8,65.9,10.7,26.2,,82.3,73.3,10.9,17.7
2011-10-01,Aug 2011-Oct 2011,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.5,0.8,-0.1,,0,-0.7,0.8,0
2011-10-01,Aug 2011-Oct 2011,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-1.4,1.7,0.2,,-0.3,-1.6,1.6,0.3
2011-10-01,Aug 2011-Oct 2011,Female,London,Level,20100,number of people,3330443,1955697,1762894,192803,1374746,2835520,1917938,1737238,180700,917582
2011-10-01,Aug 2011-Oct 2011,Female,London,Change on quarter,20100,number of people,8377,3835,15051,-11216,4542,5184,1791,23829,-22039,3393
2011-10-01,Aug 2011-Oct 2011,Female,London,Change on year,20100,number of people,49302,37749,24556,13193,11553,41821,33703,30622,3081,8118
2011-10-01,Aug 2011-Oct 2011,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.7,52.9,9.9,41.3,,67.6,61.3,9.4,32.4
2011-10-01,Aug 2011-Oct 2011,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.3,-0.6,0,,-0.1,0.7,-1.2,0.1
2011-10-01,Aug 2011-Oct 2011,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0,0.5,-0.3,,0.2,0.2,0,-0.2
2011-10-01,Aug 2011-Oct 2011,Total,London,Level,20100,number of people,6528650,4316529,3870431,446099,2212121,5640101,4224801,3793579,431223,1415300
2011-10-01,Aug 2011-Oct 2011,Total,London,Change on quarter,20100,number of people,16488,13734,3946,9788,2754,9856,5035,7386,-2350,4821
2011-10-01,Aug 2011-Oct 2011,Total,London,Change on year,20100,number of people,105886,74111,18653,55460,31775,89535,64103,20339,43765,25432
2011-10-01,Aug 2011-Oct 2011,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,66.1,59.3,10.3,33.9,,74.9,67.3,10.2,25.1
2011-10-01,Aug 2011-Oct 2011,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,-0.1,0.2,0,,0,0,-0.1,0
2011-10-01,Aug 2011-Oct 2011,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.7,1.1,-0.1,,-0.1,-0.7,0.9,0.1
2011-10-01,Aug 2011-Oct 2011,Male,United Kingdom,Level,20100,number of people,24677737,17154060,15610101,1543960,7523677,20096923,16603559,15076464,1527094,3493364
2011-10-01,Aug 2011-Oct 2011,Male,United Kingdom,Change on quarter,20100,number of people,41084,34262,-44688,78952,6822,-8364,24802,-51303,76106,-33166
2011-10-01,Aug 2011-Oct 2011,Male,United Kingdom,Change on year,20100,number of people,228930,41002,-48015,89018,187928,96717,15022,-71590,86608,81695
2011-10-01,Aug 2011-Oct 2011,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.5,63.3,9,30.5,,82.6,75,9.2,17.4
2011-10-01,Aug 2011-Oct 2011,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,-0.3,0.4,0,,0.2,-0.2,0.4,-0.2
2011-10-01,Aug 2011-Oct 2011,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-0.8,0.5,0.5,,-0.3,-0.7,0.5,0.3
2011-10-01,Aug 2011-Oct 2011,Female,United Kingdom,Level,20100,number of people,26049186,14823424,13690324,1133101,11225762,20445270,14479825,13361483,1118342,5965445
2011-10-01,Aug 2011-Oct 2011,Female,United Kingdom,Change on quarter,20100,number of people,36284,41903,5,41897,-5619,-7914,44055,9271,34784,-51969
2011-10-01,Aug 2011-Oct 2011,Female,United Kingdom,Change on year,20100,number of people,191387,115638,40535,75103,75749,78780,118818,54887,63931,-40038
2011-10-01,Aug 2011-Oct 2011,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,56.9,52.6,7.6,43.1,,70.8,65.4,7.7,29.2
2011-10-01,Aug 2011-Oct 2011,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.1,0.3,-0.1,,0.2,0.1,0.2,-0.2
2011-10-01,Aug 2011-Oct 2011,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,-0.2,0.5,0,,0.3,0,0.4,-0.3
2011-10-01,Aug 2011-Oct 2011,Total,United Kingdom,Level,20100,number of people,50726923,31977485,29300424,2677062,18749438,40542193,31083383,28437946,2645438,9458810
2011-10-01,Aug 2011-Oct 2011,Total,United Kingdom,Change on quarter,20100,number of people,77368,76166,-44683,120847,1202,-16278,68855,-42034,110890,-85133
2011-10-01,Aug 2011-Oct 2011,Total,United Kingdom,Change on year,20100,number of people,420317,156638,-7482,164122,263679,175497,133838,-16704,150545,41659
2011-10-01,Aug 2011-Oct 2011,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63,57.8,8.4,37,,76.7,70.1,8.5,23.3
2011-10-01,Aug 2011-Oct 2011,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.2,0.4,-0.1,,0.2,-0.1,0.3,-0.2
2011-10-01,Aug 2011-Oct 2011,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-0.5,0.5,0.2,,0,-0.3,0.4,0
2011-11-01,Sep 2011-Nov 2011,Male,London,Level,20100,number of people,3201129,2357525,2103210,254315,843604,2806338,2303465,2051997,251468,502873
2011-11-01,Sep 2011-Nov 2011,Male,London,Change on quarter,20100,number of people,8275,10418,-6125,16543,-2143,4804,1334,-15022,16356,3470
2011-11-01,Sep 2011-Nov 2011,Male,London,Change on year,20100,number of people,54141,26886,-7515,34400,27255,44705,22265,-11422,33686,22440
2011-11-01,Sep 2011-Nov 2011,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,73.6,65.7,10.8,26.4,,82.1,73.1,10.9,17.9
2011-11-01,Sep 2011-Nov 2011,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.4,0.7,-0.1,,-0.1,-0.7,0.7,0.1
2011-11-01,Sep 2011-Nov 2011,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-1.4,1.4,0.4,,-0.5,-1.6,1.4,0.5
2011-11-01,Sep 2011-Nov 2011,Female,London,Level,20100,number of people,3333300,1961550,1767811,193739,1371750,2837287,1921721,1733708,188013,915566
2011-11-01,Sep 2011-Nov 2011,Female,London,Change on quarter,20100,number of people,8351,15999,31807,-15808,-7648,5124,10064,25559,-15495,-4940
2011-11-01,Sep 2011-Nov 2011,Female,London,Change on year,20100,number of people,47578,47310,32754,14556,268,39466,42691,30532,12159,-3225
2011-11-01,Sep 2011-Nov 2011,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.8,53,9.9,41.2,,67.7,61.1,9.8,32.3
2011-11-01,Sep 2011-Nov 2011,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0.8,-0.9,-0.3,,0.2,0.8,-0.9,-0.2
2011-11-01,Sep 2011-Nov 2011,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.2,0.5,-0.6,,0.6,0.2,0.4,-0.6
2011-11-01,Sep 2011-Nov 2011,Total,London,Level,20100,number of people,6534429,4319075,3871021,448054,2215354,5643625,4225186,3785706,439480,1418439
2011-11-01,Sep 2011-Nov 2011,Total,London,Change on quarter,20100,number of people,16626,26417,25682,735,-9791,9928,11399,10538,860,-1471
2011-11-01,Sep 2011-Nov 2011,Total,London,Change on year,20100,number of people,101719,74196,25240,48956,27523,84171,64956,19111,45845,19215
2011-11-01,Sep 2011-Nov 2011,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,66.1,59.2,10.4,33.9,,74.9,67.1,10.4,25.1
2011-11-01,Sep 2011-Nov 2011,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.2,0,-0.2,,0.1,0.1,0,-0.1
2011-11-01,Sep 2011-Nov 2011,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.5,1,-0.1,,0,-0.7,0.9,0
2011-11-01,Sep 2011-Nov 2011,Male,United Kingdom,Level,20100,number of people,24691642,17183092,15623813,1559278,7508550,20094174,16617126,15075061,1542062,3477048
2011-11-01,Sep 2011-Nov 2011,Male,United Kingdom,Change on quarter,20100,number of people,40875,54267,3175,51092,-13392,-8709,8037,-39023,47062,-16746
2011-11-01,Sep 2011-Nov 2011,Male,United Kingdom,Change on year,20100,number of people,222228,69406,-20229,89633,152822,82393,44980,-43597,88574,37413
2011-11-01,Sep 2011-Nov 2011,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.6,63.3,9.1,30.4,,82.7,75,9.3,17.3
2011-11-01,Sep 2011-Nov 2011,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.1,0.3,-0.1,,0.1,-0.2,0.3,-0.1
2011-11-01,Sep 2011-Nov 2011,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,-0.7,0.5,0.3,,-0.1,-0.5,0.5,0.1
